server_id,school_name,school_code,module_name,unit_name,username,user_id,first_name,last_name,roll_no,grade,enrollment_status,buddy_userids,buddy_usernames,total_lessons,lessons_visited,percentage_lessons_visited,total_activities,activities_visited,percentage_activities_visited,total_quizitems,visited_quizitems,attempted_quizitems,unattempted_quizitems,correct_attempted_quizitems,notapplicable_quizitems,incorrect_attempted_quizitems,user_files,total_files_viewed_by_user,other_viewing_my_files,unique_users_commented_on_user_files,total_rating_rcvd_on_files,commented_on_others_files,cmts_on_user_files,total_cmnts_by_user,user_notes,others_reading_my_notes,cmts_on_user_notes,cmnts_rcvd_by_user,total_notes_read_by_user,commented_on_others_notes,total_rating_rcvd_on_notes,correct_attempted_assessments,unattempted_assessments,visited_assessments,notapplicable_assessments,incorrect_attempted_assessments,attempted_assessments,total_assessment_items,1.1 Exploring Matchstick Shapes [59425cc74975ac013cccbafc],1.2 Constructing Squares- Task 1 [59425cc84975ac013cccbb0a],1.3 Constructing Squares- Task 2 [59425cc84975ac013cccbb18],1.4 Constructing Squares- Task 3 [59425cc94975ac013cccbb2b],1.5 Constructing Squares- Extension Task 1 [59425cca4975ac013cccbb39],1.6 Constructing Squares - Extension Task 2  [59425cca4975ac013cccbb47], 1.7 Summary: What is a Shape? [59425ccb4975ac013cccbb55],2.1 [5a8a7b5969602a0156cd388d],2.2 [5a8a812269602a0155a5958c],2.3 [5a8a9ad869602a0155a5a17a],2.4 [5a8a9bd269602a0155a5a26e],2.5 [5a8a9fb069602a0155a5a412],Pre-Assessment [5a8d504d69602a013e046fcd],Magic Pinwheel [5aa3d04f69602a015541471f]
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-dolphin-mz22,23261,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-elephant-mz22,23266,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-dragon-mz22,23263,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-deer-mz22,23259,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-flamingo-mz22,23267,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-monkey-mz22,23286,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-llama-mz22,23283,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-kiwi-mz22,23281,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-horse-mz22,23279,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-camel-mz22,23254,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-banana-mz22,23247,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-octopus-mz22,23288,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-mouse-mz22,23287,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-cobra-mz22,23257,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-bat-mz22,23248,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-grasshopper-mz22,23273,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-frog-mz22,23269,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-gorilla-mz22,23272,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-fox-mz22,23268,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-kangaroo-mz22,23280,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-cat-mz22,23255,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-hibiscus-mz22,23276,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-heron-mz22,23275,Vanlalthiamloa,nooblian,29,Grade 9,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-bear-mz22,23249,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-goat-mz22,23271,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-butterfly-mz22,23253,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-dog-mz22,23260,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mz22,RAMHLUN SOUTH HIGH SCHOOL(ADHOC),2031022,[u'Geometric Reasoning Part I'],gr1-unit1-concept-of-shape,brown-crab-mz22,23258,,,,,Yes,[],[],4,1,25.0,14,1,7.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
